Date,AAPG,AARD,ABSI,ACVA,ADBE,ALMS,AMD,AMPX,AMSC,AMZN,APLT,ATYR,AVGO,BE,BEAM,BHVN,BMRN,CHYM,COHU,CRSP,CYTK,DAVE,DHR,DKNG,ELF,FSLR,GLXY,HUBS,IMNM,IWM,KLAR,KYMR,KYTX,LLY,MP,MRNA,MRVL,MSTR,MU,NTLA,NVDA,OLMA,ORCL,OUST,PLTR,PRCH,QBTS,QQQ,QS,QUBT,RGTI,RVMD,SLDP,SLNO,SLS,SMH,SOC,SPY,SRRK,TGTX,TSM,TTWO,TVRD,TVTX,XBI,XNCR,ZYME
2025-10-27,34.560001373291016,11.6899995803833,4.5,9.470000267028809,357.79998779296875,4.809999942779541,259.6700134277344,12.630000114440918,57.849998474121094,226.97000122070312,,0.9729999899864197,360.0323181152344,108.52999877929688,26.729999542236328,17.389999389648438,52.66999816894531,18.90999984741211,23.510000228881836,65.72000122070312,60.18000030517578,256.04998779296875,219.77903747558594,32.959999084472656,126.18000030517578,247.69000244140625,40.54999923706055,471.94000244140625,16.600000381469727,248.4296875,39.72999954223633,60.849998474121094,7.809999942779541,822.4074096679688,65.56999969482422,26.65999984741211,88.58001708984375,295.6300048828125,219.88491821289062,14.789999961853027,191.24609375,8.789999961853027,278.7116394042969,37.08000183105469,189.17999267578125,16.43000030517578,35.040000915527344,625.80419921875,16.280000686645508,15.720000267028809,40.2400016784668,57.9900016784668,5.840000152587891,,1.940000057220459,358.823486328125,12.850000381469727,679.6094970703125,30.5,33.689998626708984,295.918212890625,254.27000427246094,4.869999885559082,29.770000457763672,111.11296844482422,14.270000457763672,18.469999313354492
2025-10-28,33.5,12.0,4.400000095367432,9.15999984741211,359.9100036621094,4.809999942779541,258.010009765625,11.899999618530273,57.86000061035156,229.25,,0.9599999785423279,370.8914489746094,113.27999877929688,26.43000030517578,17.200000762939453,53.4900016784668,18.520000457763672,23.479999542236328,64.16999816894531,61.970001220703125,250.99000549316406,215.69192504882812,31.15999984741211,131.6999969482422,239.60000610351562,37.290000915527344,469.6199951171875,16.389999389648438,247.09971618652344,38.900001525878906,61.95000076293945,7.610000133514404,816.1279296875,64.94000244140625,25.350000381469727,88.33038330078125,284.6400146484375,221.69314575195312,13.960000038146973,200.77392578125,8.720000267028809,278.1470947265625,33.099998474121094,189.60000610351562,15.489999771118164,32.0,630.6165161132812,15.59000015258789,14.90999984741211,37.06999969482422,58.16999816894531,5.440000057220459,,2.0,361.983642578125,13.020000457763672,681.41455078125,29.8799991607666,34.54999923706055,299.1725769042969,251.57000732421875,4.71999979019165,29.809999465942383,111.52122497558594,14.25,19.299999237060547
2025-10-29,33.400001525878906,11.470000267028809,4.369999885559082,8.920000076293945,337.8599853515625,4.710000038146973,264.3299865722656,12.5,63.0099983215332,230.3000030517578,,0.968999981880188,383.8289794921875,133.7100067138672,24.770000457763672,18.110000610351562,51.86000061035156,17.860000610351562,24.010000228881836,62.560001373291016,61.9900016784668,243.8699951171875,212.81802368164062,30.649999618530273,126.98999786376953,241.7100067138672,36.43000030517578,466.1199951171875,15.760000228881836,244.9955291748047,37.540000915527344,60.029998779296875,7.170000076293945,809.58984375,64.29000091552734,24.700000762939453,90.01789855957031,275.3599853515625,226.40853881835938,13.119999885559082,206.77627563476562,8.640000343322754,272.669921875,34.650001525878906,198.80999755859375,15.319999694824219,34.2599983215332,633.4561767578125,15.84000015258789,15.520000457763672,39.40999984741211,58.02000045776367,5.519999980926514,,2.0799999237060547,367.4665832519531,13.260000228881836,681.7418212890625,29.270000457763672,33.779998779296875,302.7047424316406,251.72999572753906,4.78000020980835,29.979999542236328,110.48566436767578,14.670000076293945,19.3799991607666
2025-10-30,32.720001220703125,10.460000038146973,4.090000152587891,8.899999618530273,339.239990234375,4.659999847412109,254.83999633789062,12.289999961853027,58.91999816894531,222.86000061035156,,0.8880000114440918,374.3719787597656,127.8499984741211,23.799999237060547,17.389999389648438,51.90999984741211,17.049999237060547,24.059999465942383,61.099998474121094,62.25,224.17999267578125,213.85223388671875,30.139999389648438,123.11000061035156,233.5800018310547,34.130001068115234,477.6199951171875,15.979999542236328,243.02041625976562,36.61000061035156,61.439998626708984,6.75,840.4097290039062,64.91999816894531,28.139999389648438,88.44021606445312,254.57000732421875,223.7910919189453,12.265000343322754,202.63156127929688,8.779999732971191,254.4358367919922,32.33000183105469,194.5500030517578,15.449999809265137,36.11000061035156,623.7715454101562,15.789999961853027,14.970000267028809,42.52000045776367,58.869998931884766,5.329999923706055,,1.909999966621399,362.60174560546875,12.829999923706055,674.2439575195312,29.3700008392334,34.02000045776367,300.849365234375,252.77999877929688,4.659999847412109,29.649999618530273,111.43160247802734,14.130000114440918,19.1200008392334
2025-10-31,33.41999816894531,10.6899995803833,4.28000020980835,9.069999694824219,340.30999755859375,4.75,256.1199951171875,14.09000015258789,59.22999954223633,244.22000122070312,,0.8659999966621399,367.570068359375,132.16000366210938,25.010000228881836,17.200000762939453,53.56999969482422,17.170000076293945,23.790000915527344,63.9900016784668,63.59000015258789,239.32000732421875,214.18040466308594,30.59000015258789,122.13999938964844,266.94000244140625,35.0099983215332,491.9200134277344,16.06999969482422,244.3900909423828,37.56999969482422,61.84000015258789,6.96999979019165,858.6808471679688,63.09000015258789,27.15999984741211,93.6026382446289,269.510009765625,223.55133056640625,12.619999885559082,202.23207092285156,8.970000267028809,260.1011657714844,33.36000061035156,200.47000122070312,15.050000190734863,37.060001373291016,626.7805786132812,18.440000534057617,16.709999084472656,44.27000045776367,58.84000015258789,6.28000020980835,,1.8200000524520874,361.8939208984375,10.460000038146973,676.4556274414062,29.6200008392334,34.779998779296875,298.0811767578125,256.3699951171875,4.650000095367432,35.15999984741211,112.22817993164062,14.710000038146973,19.084999084472656
2025-11-03,34.29999923706055,10.390000343322754,4.110000133514404,9.390000343322754,337.4700012207031,4.559999942779541,259.6499938964844,13.5600004196167,60.630001068115234,254.0,,0.8809999823570251,360.5295104980469,142.3699951171875,24.25,14.850000381469727,52.849998474121094,17.844999313354492,24.209999084472656,61.970001220703125,60.029998779296875,240.11000061035156,212.86773681640625,30.56999969482422,120.94000244140625,265.7099914550781,34.880001068115234,494.5799865722656,17.0,243.60601806640625,37.36000061035156,59.720001220703125,6.880000114440918,892.1878051757812,57.65999984741211,24.90999984741211,90.23758697509766,264.6700134277344,234.4706573486328,13.069999694824219,206.61648559570312,8.420000076293945,255.38665771484375,31.719999313354492,207.17999267578125,15.350000381469727,33.09000015258789,629.7796020507812,16.209999084472656,15.380000114440918,39.119998931884766,59.33000183105469,6.420000076293945,,1.7899999618530273,364.9643859863281,7.269999980926514,677.7251586914062,28.780000686645508,33.689998626708984,302.4765319824219,255.64999389648438,4.510000228881836,34.529998779296875,109.39037322998047,13.9399995803833,18.889999389648438
2025-11-04,33.25,9.800000190734863,3.940000057220459,8.949999809265137,335.3500061035156,4.550000190734863,250.0500030517578,12.100000381469727,56.290000915527344,249.32000732421875,,0.8270000219345093,349.9786682128906,129.0500030517578,22.739999771118164,13.949999809265137,52.52000045776367,17.799999237060547,22.670000076293945,56.40999984741211,59.619998931884766,234.5800018310547,212.6390380859375,28.610000610351562,118.29000091552734,262.70001220703125,31.170000076293945,471.989990234375,15.40999984741211,239.39768981933594,36.90999984741211,59.90999984741211,6.360000133514404,902.4677734375,54.900001525878906,23.75,87.4616470336914,246.99000549316406,217.81692504882812,12.199999809265137,198.43690490722656,8.199999809265137,245.7991180419922,27.68000030517578,190.74000549316406,14.609999656677246,29.739999771118164,616.996337890625,15.4399995803833,13.710000038146973,35.18000030517578,58.56999969482422,5.614999771118164,,1.659999966621399,351.665771484375,5.900000095367432,669.6917114257812,28.049999237060547,33.810001373291016,291.75103759765625,252.42999267578125,4.389999866485596,34.130001068115234,107.5781478881836,13.699999809265137,18.15999984741211
2025-11-05,32.90999984741211,10.5,3.809999942779541,8.149999618530273,335.5299987792969,4.570000171661377,256.3299865722656,13.039999961853027,59.41999816894531,250.1999969482422,,0.8140000104904175,356.9794616699219,141.41000366210938,23.06999969482422,8.34000015258789,52.79999923706055,19.1200008392334,24.079999923706055,56.9900016784668,59.189998626708984,243.47000122070312,211.02804565429688,27.920000076293945,117.83000183105469,277.3900146484375,31.440000534057617,464.7099914550781,15.350000381469727,242.8516845703125,36.68000030517578,59.88999938964844,6.949999809265137,921.3259887695312,54.93000030517578,23.559999465942383,92.76387023925781,255.0,237.26791381835938,13.569999694824219,194.9613494873047,7.949999809265137,247.91868591308594,25.8700008392334,187.89999389648438,15.960000038146973,31.020000457763672,621.0116577148438,17.06999969482422,14.1899995803833,37.290000915527344,59.34000015258789,8.510000228881836,,1.6799999475479126,358.3848571777344,5.679999828338623,672.012451171875,27.989999771118164,34.040000915527344,291.34423828125,254.75999450683594,4.21999979019165,33.720001220703125,108.7431411743164,14.369999885559082,18.049999237060547
2025-11-06,32.36000061035156,9.869999885559082,3.5899999141693115,5.090000152587891,327.3500061035156,4.71999979019165,237.6999969482422,11.260000228881836,36.54999923706055,243.0399932861328,,0.7699999809265137,353.6083068847656,136.86000061035156,23.149999618530273,8.529999732971191,51.84000015258789,18.09000015258789,23.260000228881836,56.61000061035156,60.29999923706055,223.6300048828125,209.49661254882812,27.979999542236328,76.54000091552734,271.9800109863281,30.3799991607666,394.95001220703125,15.5,238.55404663085938,34.869998931884766,61.0,7.090000152587891,932.899658203125,51.95000076293945,24.329999923706055,93.19324493408203,237.1999969482422,238.09710693359375,12.319999694824219,187.84043884277344,8.1899995803833,241.47088623046875,24.1299991607666,175.0500030517578,10.630000114440918,28.389999389648438,609.4439086914062,15.899999618530273,13.149999618530273,34.36000061035156,61.380001068115234,6.75,,1.6200000047683716,350.0009460449219,4.840000152587891,664.8021850585938,28.799999237060547,33.2599983215332,286.9786682128906,252.39999389648438,3.940000057220459,33.29999923706055,108.82280731201172,14.0,17.899999618530273
2025-11-07,31.729999542236328,10.140000343322754,3.3350000381469727,5.400000095367432,326.95001220703125,4.71999979019165,233.5399932861328,12.729999542236328,38.86000061035156,244.41000366210938,,0.8169999718666077,347.4826354980469,135.2100067138672,22.209999084472656,8.260000228881836,51.459999084472656,20.34000015258789,23.93000030517578,55.119998931884766,60.15999984741211,235.4499969482422,208.77069091796875,30.399999618530273,73.73999786376953,267.6400146484375,31.559999465942383,398.3999938964844,15.239999771118164,239.8046112060547,36.16999816894531,58.65999984741211,6.579999923706055,919.8929443359375,58.599998474121094,24.540000915527344,90.78677368164062,241.92999267578125,237.68748474121094,9.520000457763672,187.91030883789062,8.350000381469727,236.97422790527344,25.709999084472656,177.92999267578125,10.720000267028809,29.5,607.5208740234375,16.6200008392334,12.859999656677246,33.77000045776367,61.0099983215332,6.860000133514404,,1.590000033378601,347.0401611328125,5.340000152587891,665.4567260742188,28.950000762939453,32.2400016784668,284.26007080078125,232.0,4.019999980926514,32.34000015258789,108.49420928955078,13.899999618530273,16.459999084472656
